날짜,시간,국가,경제지표,실제,예상,이전,중요도
01.14 (Tue), 22:30,us,핵심물가상승률 (YoY) Dec,2.3%,2.3%,2.3%,상
01.14 (Tue), 22:30,us,인플레이션율(YoY) Dec,2.3%,2.3%,2.1%,상
01.13 (Mon), 18:30,gb,무역수지 Nov,&pound;4.03B,,&pound;-1.34B,상
01.10 (Fri), 22:30,us,비 농장 급여 Dec,145K,164K,256K,상
01.09 (Thu), 10:30,cn,인플레이션율(YoY) Dec,4.5%,4.7%,4.5%,상
01.07 (Tue), 22:30,us,무역수지 Nov,$-43.1B,$-43.8B,$-46.9B,상
01.04 (Sat), 04:00,us,FOMC 회의록 ,,,,상
01.02 (Thu), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Dec,51.5,51.8,51.8,상
12.31 (Tue), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Dec,50.2,50.1,50.2,상
12.23 (Mon), 22:30,us,내구재 주문 (월간) Nov,-2%,1.5%,0.2%,상
12.21 (Sat), 00:00,us,개인소비 Nov,0.4%,0.4%,0.3%,상
12.21 (Sat), 00:00,us,개인소득 (MoM) Nov,0.5%,0.3%,0.1%,상
12.20 (Fri), 22:30,us,경제성장률(QoQ) 최종 Q3,2.1%,2.1%,2%,상
12.20 (Fri), 18:30,gb,경제성장률(QoQ) 최종 Q3,0.4%,0.3%,-0.2%,상
12.20 (Fri), 18:30,gb,경제성장률(YoY) 최종 Q3,1.1%,1%,1.2%,상
12.20 (Fri), 10:30,cn,대출 금리 1 년 ,4.15%,,4.15%,상
12.20 (Fri), 09:01,gb,GFK 소비자 신뢰지수 Dec,-11,-14,-14,상
12.19 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.75%,0.75%,0.75%,상
12.18 (Wed), 18:30,gb,인플레이션율(YoY) Nov,1.5%,1.4%,1.5%,상
12.17 (Tue), 18:30,gb,실업수당청구 변동 Nov,28.8K,24.5K,26.4K,상
12.13 (Fri), 22:30,us,월간 소매 판매 Nov,0.2%,0.5%,0.4%,상
12.12 (Thu), 09:00,gb,일반 선거 ,,,,상
12.12 (Thu), 04:30,us,연준 기자 회견 ,,,,상
12.12 (Thu), 04:00,us,FOMC 경제 예측 ,,,,상
12.11 (Wed), 22:30,us,인플레이션율(YoY) Nov,2.1%,2%,1.8%,상
12.11 (Wed), 22:30,us,핵심물가상승률 (YoY) Nov,2.3%,2.3%,2.3%,상
12.10 (Tue), 18:30,gb,무역수지 Oct,&pound;-5.19B,,&pound;-1.92B,상
12.10 (Tue), 10:30,cn,인플레이션율(YoY) Nov,4.5%,4.2%,3.8%,상
12.08 (Sun), 12:00,cn,수입(YoY) Nov,0.3%,-1.8%,-6.5%,상
12.08 (Sun), 12:00,cn,수출(YoY) Nov,-1.1%,1%,-0.9%,상
12.08 (Sun), 12:00,cn,무역수지 Nov,$38.73B,$46.3B,$43.02B,상
12.07 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Dec,99.2,97,96.8,상
12.06 (Fri), 22:30,us,비 농장 급여 Nov,266K,180K,156K,상
12.05 (Thu), 22:30,us,무역수지 Oct,$-47.2B,$-48.7B,$-51.1B,상
12.05 (Thu), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Nov,53.9,54.5,54.7,상
12.03 (Tue), 00:00,us,ISM 제조업 PMI Nov,48.1,49.2,48.3,상
12.02 (Mon), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Nov,51.8,51.4,51.7,상
11.30 (Sat), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Nov,50.2,49.5,49.3,상
11.29 (Fri), 09:01,gb,GFK 소비자 신뢰지수 Nov,-14,-14,-14,상
11.28 (Thu), 00:00,us,개인소득 (MoM) Oct,0.0%,0.3%,0.3%,상
11.28 (Thu), 00:00,us,개인소비 Oct,0.3%,0.3%,0.2%,상
11.27 (Wed), 22:30,us,내구재 주문 (월간) Oct,0.6%,-0.8%,-1.4%,상
11.27 (Wed), 22:30,us,경제성장률(QoQ) 2차 추정치 Q3,2.1%,1.9%,2%,상
11.22 (Fri), 18:30,gb,Markit / CIPS 영국 서비스 PMI 플래시 Nov,48.6,50,50,상
11.22 (Fri), 18:30,gb,Markit / CIPS 제조 PMI 플래시 Nov,48.3,49,49.6,상
11.21 (Thu), 04:00,us,FOMC 회의록 ,,,,상
11.20 (Wed), 10:30,cn,대출 금리 1 년 ,4.15%,4.2%,4.2%,상
11.15 (Fri), 22:30,us,월간 소매 판매 Oct,0.3%,0.2%,-0.3%,상
11.15 (Fri), 00:00,us,Fed Chair Powell 증언 ,,,,상
11.14 (Thu), 01:00,us,Fed Chair Powell 증언 ,,,,상
11.13 (Wed), 22:30,us,핵심물가상승률 (YoY) Oct,2.3%,2.4%,2.4%,상
11.13 (Wed), 22:30,us,인플레이션율(YoY) Oct,1.8%,1.7%,1.7%,상
11.13 (Wed), 18:30,gb,인플레이션율(YoY) Oct,1.5%,1.6%,1.7%,상
11.13 (Wed), 02:00,us,President Trump Speech ,,,,상
11.12 (Tue), 18:30,gb,실업수당청구 변동 Oct,33K,21.3K,13.5K,상
11.11 (Mon), 18:30,gb,경제성장률(QoQ) 예상 Q3,0.3%,0.4%,-0.2%,상
11.11 (Mon), 18:30,gb,경제성장률(YoY) 예상 Q3,1%,1.1%,1.3%,상
11.11 (Mon), 18:30,gb,무역수지 Sep,&pound;-3.36B,,&pound;-1.76B,상
11.09 (Sat), 10:30,cn,인플레이션율(YoY) Oct,3.8%,3.3%,3%,상
11.09 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Nov,95.7,95.9,95.5,상
11.08 (Fri), 12:00,cn,무역수지 Oct,$42.81B,$40.83B,$39.65B,상
11.08 (Fri), 12:00,cn,수출(YoY) Oct,-0.9%,-3.9%,-3.2%,상
11.08 (Fri), 12:00,cn,수입(YoY) Oct,-6.4%,-8.9%,-8.5%,상
11.07 (Thu), 21:00,gb,MPC 회의록 ,,,,상
11.07 (Thu), 21:00,gb,영란은행 양적완화 ,&pound;435B,&pound;435B,&pound;435B,상
11.07 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.75%,0.75%,0.75%,상
11.06 (Wed), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Oct,54.7,53.5,52.6,상
11.05 (Tue), 22:30,us,무역수지 Sep,$-52.5B,$-52.5B,$-55B,상
11.01 (Fri), 23:00,us,ISM 제조업 PMI Oct,48.3,48.9,47.8,상
11.01 (Fri), 21:30,us,비 농장 급여 Oct,128K,89K,180K,상
11.01 (Fri), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Oct,51.7,51,51.4,상
10.31 (Thu), 21:30,us,개인소비 Sep,0.2%,0.2%,0.2%,상
10.31 (Thu), 21:30,us,개인소득 (MoM) Sep,0.3%,0.3%,0.5%,상
10.31 (Thu), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Oct,49.3,49.8,49.8,상
10.31 (Thu), 09:01,gb,GFK 소비자 신뢰지수 Oct,-14,-13,-12,상
10.31 (Thu), 03:00,us,연준 기준금리 결정 ,1.75%,1.75%,2%,상
10.30 (Wed), 21:30,us,경제성장률(QoQ) 추정 Q3,1.9%,1.6%,2%,상
10.29 (Tue), 04:00,gb,MPs Vote on PM Election Call ,,,,상
10.24 (Thu), 21:30,us,내구재 주문 (월간) Sep,-1.1%,-0.8%,0.3%,상
10.23 (Wed), 03:00,gb,MPs Vote on Brexit Timetable ,,,,상
10.23 (Wed), 03:00,gb,MPs Vote on Withdrawal Agreement Bill ,,,,상
10.21 (Mon), 10:30,cn,대출 금리 1 년 ,4.20%,,4.20%,상
10.19 (Sat), 23:00,gb,MPs Vote on Brexit Bill ,,,,상
10.19 (Sat), 18:00,gb,Brexit Bill Debate ,,,,상
10.18 (Fri), 11:00,cn,경제성장률(YoY) Q3,6%,6.1%,6.2%,상
10.16 (Wed), 21:30,us,월간 소매 판매 Sep,-0.3%,0.3%,0.6%,상
10.16 (Wed), 17:30,gb,인플레이션율(YoY) Sep,1.7%,1.8%,1.7%,상
10.15 (Tue), 17:30,gb,실업수당청구 변동 Sep,21.1K,26.5K,16.3K,상
10.15 (Tue), 10:30,cn,인플레이션율(YoY) Sep,3%,2.9%,2.8%,상
10.14 (Mon), 11:30,cn,수출(YoY) Sep,-3.2%,-3%,-1%,상
10.14 (Mon), 11:30,cn,무역수지 Sep,$39.65B,$33.3B,$34.83B,상
10.14 (Mon), 11:30,cn,수입(YoY) Sep,-8.5%,-5.2%,-5.6%,상
10.11 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Oct,96,92,93.2,상
10.11 (Fri), 09:00,us,US-China Trade Talks ,,,,상
10.10 (Thu), 21:30,us,인플레이션율(YoY) Sep,1.7%,1.8%,1.7%,상
10.10 (Thu), 21:30,us,핵심물가상승률 (YoY) Sep,2.4%,2.4%,2.4%,상
10.10 (Thu), 17:30,gb,무역수지 Aug,&pound;-1.546B,,&pound;-1.681B,상
10.10 (Thu), 09:00,us,US-China Trade Talks ,,,,상
10.10 (Thu), 03:00,us,FOMC 회의록 ,,,,상
10.04 (Fri), 21:30,us,무역수지 Aug,$-54.9B,$-54.5B,$-54B,상
10.04 (Fri), 21:30,us,비 농장 급여 Sep,136K,145K,168K,상
10.03 (Thu), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Sep,52.6,55,56.4,상
10.01 (Tue), 23:00,us,ISM 제조업 PMI Sep,47.8,50.1,49.1,상
09.30 (Mon), 17:30,gb,경제성장률(YoY) 최종 Q2,1.3%,1.2%,2.1%,상
09.30 (Mon), 17:30,gb,경제성장률(QoQ) 최종 Q2,-0.2%,-0.2%,0.6%,상
09.30 (Mon), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Sep,51.4,50.2,50.4,상
09.30 (Mon), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Sep,49.8,49.5,49.5,상
09.27 (Fri), 21:30,us,개인소득 (MoM) Aug,0.4%,0.4%,0.1%,상
09.27 (Fri), 21:30,us,개인소비 Aug,0.1%,0.3%,0.5%,상
09.27 (Fri), 21:30,us,내구재 주문 (월간) Aug,0.2%,-1%,2%,상
09.27 (Fri), 08:01,gb,GFK 소비자 신뢰지수 Sep,-12,-14,-14,상
09.26 (Thu), 21:30,us,경제성장률(QoQ) 최종 Q2,2%,2%,3.1%,상
09.20 (Fri), 10:30,cn,대출 금리 1 년 ,4.2%,,4.25%,상
09.20 (Fri), 09:00,us,US-China Trade Talks ,,,,상
09.19 (Thu), 20:00,gb,영란은행 기준금리 결정 ,0.75%,0.75%,0.75%,상
09.19 (Thu), 20:00,gb,MPC 회의록 ,,,,상
09.19 (Thu), 20:00,gb,영란은행 양적완화 ,&pound;435B,&pound;435B,&pound;435B,상
09.19 (Thu), 09:00,us,US-China Trade Talks ,,,,상
09.19 (Thu), 03:30,us,연준 기자 회견 ,,,,상
09.19 (Thu), 03:00,us,연준 기준금리 결정 ,2%,2%,2.25%,상
09.19 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
09.18 (Wed), 17:30,gb,인플레이션율(YoY) Aug,1.7%,1.9%,2.1%,상
09.13 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Sep,92,90.9,89.8,상
09.13 (Fri), 21:30,us,월간 소매 판매 Aug,0.4%,0.2%,0.8%,상
09.12 (Thu), 21:30,us,핵심물가상승률 (YoY) Aug,2.4%,2.3%,2.2%,상
09.12 (Thu), 21:30,us,인플레이션율(YoY) Aug,1.7%,1.8%,1.8%,상
09.10 (Tue), 17:30,gb,실업수당청구 변동 Aug,28.2K,30K,19.8K,상
09.10 (Tue), 10:30,cn,인플레이션율(YoY) Aug,2.8%,2.6%,2.8%,상
09.09 (Mon), 17:30,gb,무역수지 Jul,&pound;-0.219B,,&pound;-0.132B,상
09.08 (Sun), 13:00,cn,무역수지 Aug,$34.83B,$43B,$44.58B,상
09.08 (Sun), 13:00,cn,수출(YoY) Aug,-1%,2%,3.3%,상
09.08 (Sun), 13:00,cn,수입(YoY) Aug,-5.6%,-6%,-5.3%,상
09.06 (Fri), 21:30,us,비 농장 급여 Aug,130K,158K,159K,상
09.05 (Thu), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Aug,56.4,54,53.7,상
09.05 (Thu), 05:00,gb,MPs Vote on Benn Bill ,,,,상
09.04 (Wed), 23:00,gb,Benn Bill Debate ,,,,상
09.04 (Wed), 21:30,us,무역수지 Jul,$-54B,$-53.5B,$-55.5B,상
09.03 (Tue), 23:00,us,ISM 제조업 PMI Aug,49.1,51.1,51.2,상
09.03 (Tue), 22:30,gb,Benn Bill Debate ,,,,상
09.02 (Mon), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Aug,50.4,49.8,49.9,상
08.31 (Sat), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Aug,49.5,49.7,49.7,상
08.30 (Fri), 21:30,us,개인소비 Jul,0.6%,0.5%,0.3%,상
08.30 (Fri), 21:30,us,개인소득 (MoM) Jul,0.1%,0.3%,0.5%,상
08.30 (Fri), 08:01,gb,GFK 소비자 신뢰지수 Aug,-14,-12,-11,상
08.29 (Thu), 21:30,us,경제성장률(QoQ) 2차 추정치 Q2,2%,2%,3.1%,상
08.26 (Mon), 21:30,us,내구재 주문 (월간) Jul,2.1%,1.2%,1.8%,상
08.22 (Thu), 03:00,us,FOMC 회의록 ,,,,상
08.16 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Aug,92.1,97.2,98.4,상
08.15 (Thu), 21:30,us,월간 소매 판매 Jul,0.7%,0.3%,0.3%,상
08.14 (Wed), 17:30,gb,인플레이션율(YoY) Jul,2.1%,1.9%,2%,상
08.13 (Tue), 21:30,us,인플레이션율(YoY) Jul,1.8%,1.7%,1.6%,상
08.13 (Tue), 21:30,us,핵심물가상승률 (YoY) Jul,2.2%,2.1%,2.1%,상
08.13 (Tue), 17:30,gb,실업수당청구 변동 Jul,28K,32K,31.4K,상
08.09 (Fri), 17:30,gb,무역수지 Jun,&pound;1.779B,,&pound;-2.002B,상
08.09 (Fri), 17:30,gb,경제성장률(QoQ) 예상 Q2,-0.2%,0%,0.5%,상
08.09 (Fri), 17:30,gb,경제성장률(YoY) 예상 Q2,1.2%,1.4%,1.8%,상
08.09 (Fri), 10:30,cn,인플레이션율(YoY) Jul,2.8%,2.7%,2.7%,상
08.08 (Thu), 12:00,cn,수입(YoY) Jul,-5.6%,-8.3%,-7.4%,상
08.08 (Thu), 12:00,cn,수출(YoY) Jul,3.3%,-2%,-1.3%,상
08.08 (Thu), 12:00,cn,무역수지 Jul,$45.05B,$40B,$50.97B,상
08.05 (Mon), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Jul,53.7,55.5,55.1,상
08.02 (Fri), 21:30,us,비 농장 급여 Jul,164K,164K,193K,상
08.02 (Fri), 21:30,us,무역수지 Jun,$-55.2B,$-54.6B,$-55.3B,상
08.01 (Thu), 23:00,us,ISM 제조업 PMI Jul,51.2,52,51.7,상
08.01 (Thu), 20:30,gb,BoE Press Conference ,,,,상
08.01 (Thu), 20:00,gb,MPC 회의록 ,,,,상
08.01 (Thu), 20:00,gb,영란은행 양적완화 ,&pound;435B,&pound;435B,&pound;435B,상
08.01 (Thu), 20:00,gb,영란은행 기준금리 결정 ,0.75%,0.75%,0.75%,상
08.01 (Thu), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Jul,49.9,49.6,49.4,상
08.01 (Thu), 03:30,us,연준 기자 회견 ,,,,상
08.01 (Thu), 03:00,us,연준 기준금리 결정 ,2.25%,2.25%,2.5%,상
07.31 (Wed), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Jul,49.7,49.6,49.4,상
07.31 (Wed), 09:00,cn,US-China Trade Talks ,,,,상
07.31 (Wed), 08:01,gb,GFK 소비자 신뢰지수 Jul,-11,-13,-13,상
07.30 (Tue), 21:30,us,개인소득 (MoM) Jun,0.4%,0.4%,0.4%,상
07.30 (Tue), 21:30,us,개인소비 Jun,0.3%,0.3%,0.5%,상
07.30 (Tue), 09:00,cn,US-China Trade Talks ,,,,상
07.26 (Fri), 21:30,us,경제성장률(QoQ) 추정 Q2,2.1%,1.8%,3.1%,상
07.25 (Thu), 21:30,us,내구재 주문 (월간) Jun,2%,0.7%,-2.3%,상
07.19 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Jul,98.4,98.5,98.2,상
07.17 (Wed), 17:30,gb,인플레이션율(YoY) Jun,2%,2%,2%,상
07.16 (Tue), 21:30,us,월간 소매 판매 Jun,0.4%,0.1%,0.4%,상
07.16 (Tue), 17:30,gb,실업수당청구 변동 Jun,38K,22.8K,24.5K,상
07.15 (Mon), 11:00,cn,경제성장률(YoY) Q2,6.2%,6.2%,6.4%,상
07.12 (Fri), 16:50,cn,수입(YoY) Jun,-7.3%,-4.5%,-8.5%,상
07.12 (Fri), 16:50,cn,수출(YoY) Jun,-1.3%,-2%,1.1%,상
07.12 (Fri), 16:50,cn,무역수지 Jun,$50.98B,$44.65B,$41.73B,상
07.11 (Thu), 21:30,us,인플레이션율(YoY) Jun,1.6%,1.6%,1.8%,상
07.11 (Thu), 21:30,us,핵심물가상승률 (YoY) Jun,2.1%,2%,2%,상
07.11 (Thu), 03:00,us,FOMC 회의록 ,,,,상
07.10 (Wed), 17:30,gb,무역수지 May,&pound;-2.324B,,&pound;-3.716B,상
07.10 (Wed), 10:30,cn,인플레이션율(YoY) Jun,2.7%,2.7%,2.7%,상
07.05 (Fri), 21:30,us,비 농장 급여 Jun,224K,160K,72K,상
07.03 (Wed), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Jun,55.1,55.9,56.9,상
07.03 (Wed), 21:30,us,무역수지 May,$-55.5B,$-54B,$-51.2B,상
07.01 (Mon), 23:00,us,ISM 제조업 PMI Jun,51.7,51,52.1,상
07.01 (Mon), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Jun,49.4,50,50.2,상
06.30 (Sun), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Jun,49.4,49.5,49.4,상
06.28 (Fri), 21:30,us,개인소비 May,0.4%,0.4%,0.6%,상
06.28 (Fri), 21:30,us,개인소득 (MoM) May,0.5%,0.3%,0.5%,상
06.28 (Fri), 17:30,gb,경제성장률(YoY) 최종 Q1,1.8%,1.8%,1.4%,상
06.28 (Fri), 17:30,gb,경제성장률(QoQ) 최종 Q1,0.5%,0.5%,0.2%,상
06.28 (Fri), 08:01,gb,GFK 소비자 신뢰지수 Jun,-13,-11,-10,상
06.27 (Thu), 21:30,us,경제성장률(QoQ) 최종 Q1,3.1%,3.1%,2.2%,상
06.26 (Wed), 21:30,us,내구재 주문 (월간) May,-1.3%,-0.1%,-2.8%,상
06.20 (Thu), 20:00,gb,영란은행 기준금리 결정 ,0.75%,0.75%,0.75%,상
06.20 (Thu), 20:00,gb,영란은행 양적완화 ,&pound;435B,&pound;435B,&pound;435B,상
06.20 (Thu), 20:00,gb,MPC 회의록 ,,,,상
06.20 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
06.20 (Thu), 03:00,us,연준 기준금리 결정 ,2.5%,2.5%,2.5%,상
06.19 (Wed), 17:30,gb,인플레이션율(YoY) May,2%,2%,2.1%,상
06.14 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Jun,97.9,98,100,상
06.14 (Fri), 21:30,us,월간 소매 판매 May,0.5%,0.6%,0.3%,상
06.12 (Wed), 21:30,us,인플레이션율(YoY) May,1.8%,1.9%,2%,상
06.12 (Wed), 21:30,us,핵심물가상승률 (YoY) May,2%,2.1%,2.1%,상
06.12 (Wed), 10:30,cn,인플레이션율(YoY) May,2.7%,2.7%,2.5%,상
06.11 (Tue), 17:30,gb,실업수당청구 변동 May,23.2K,22.9K,19.1K,상
06.10 (Mon), 17:30,gb,무역수지 Apr,&pound;-2.740B,,&pound;-6.151B,상
06.10 (Mon), 12:00,cn,무역수지 May,$41.66B,$20.5B,$13.77B,상
06.10 (Mon), 12:00,cn,수입(YoY) May,-8.5%,-3.8%,4%,상
06.10 (Mon), 12:00,cn,수출(YoY) May,1.1%,-3.8%,-2.7%,상
06.07 (Fri), 21:30,us,비 농장 급여 May,75K,185K,224K,상
06.06 (Thu), 21:30,us,무역수지 Apr,$-50.8B,$-50.7B,$-51.9B,상
06.05 (Wed), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) May,56.9,55.5,55.5,상
06.03 (Mon), 23:00,us,ISM 제조업 PMI May,52.1,53,52.8,상
06.03 (Mon), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) May,50.2,50,50.2,상
05.31 (Fri), 21:30,us,개인소득 (MoM) Apr,0.5%,0.3%,0.1%,상
05.31 (Fri), 21:30,us,개인소비 Apr,0.3%,0.2%,1.1%,상
05.31 (Fri), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) May,49.4,49.9,50.1,상
05.31 (Fri), 08:01,gb,GFK 소비자 신뢰지수 May,-10,-12,-13,상
05.30 (Thu), 21:30,us,경제성장률(QoQ) 2차 추정치 Q1,3.1%,3.1%,2.2%,상
05.24 (Fri), 21:30,us,내구재 주문 (월간) Apr,-2.1%,-2%,1.7%,상
05.23 (Thu), 03:00,us,FOMC 회의록 ,,,,상
05.22 (Wed), 17:30,gb,인플레이션율(YoY) Apr,2.1%,2.2%,1.9%,상
05.17 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 May,102.4,97.5,97.2,상
05.15 (Wed), 21:30,us,월간 소매 판매 Apr,-0.2%,0.2%,1.7%,상
05.14 (Tue), 17:30,gb,실업수당청구 변동 Apr,24.7K,24.2K,22.6K,상
05.10 (Fri), 21:30,us,핵심물가상승률 (YoY) Apr,2.1%,2.1%,2%,상
05.10 (Fri), 21:30,us,인플레이션율(YoY) Apr,2%,2.1%,1.9%,상
05.10 (Fri), 17:30,gb,무역수지 Mar,&pound;-5.408B,,&pound;-6.219B,상
05.10 (Fri), 09:00,us,US-China Trade Talks ,,,,상
05.09 (Thu), 21:30,us,무역수지 Mar,$-50B,$-50.2B,$-49.3B,상
05.09 (Thu), 10:30,cn,인플레이션율(YoY) Apr,2.5%,2.5%,2.3%,상
05.09 (Thu), 09:00,us,US-China Trade Talks ,,,,상
05.08 (Wed), 12:00,cn,수출(YoY) Apr,-2.7%,2.3%,14.2%,상
05.08 (Wed), 12:00,cn,무역수지 Apr,$13.84B,$35B,$32.67B,상
05.08 (Wed), 12:00,cn,수입(YoY) Apr,4%,-3.6%,-7.6%,상
05.03 (Fri), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Apr,55.5,57,56.1,상
05.03 (Fri), 21:30,us,비 농장 급여 Apr,263K,185K,189K,상
05.02 (Thu), 20:00,gb,MPC 회의록 ,,,,상
05.02 (Thu), 20:00,gb,영란은행 양적완화 ,&pound;435B,&pound;435B,&pound;435B,상
05.02 (Thu), 20:00,gb,영란은행 기준금리 결정 ,0.75%,0.75%,0.75%,상
05.02 (Thu), 03:00,us,연준 기준금리 결정 ,2.5%,2.5%,2.5%,상
05.01 (Wed), 23:00,us,ISM 제조업 PMI Apr,52.8,55,55.3,상
04.30 (Tue), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Apr,50.2,51,50.8,상
04.30 (Tue), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Apr,50.1,50.5,50.5,상
04.30 (Tue), 09:00,cn,US-China Trade Talks ,,,,상
04.30 (Tue), 08:01,gb,GFK 소비자 신뢰지수 Apr,-13,-12,-13,상
04.29 (Mon), 21:30,us,개인소득 (MoM) Mar,0.1%,0.4%,0.2%,상
04.29 (Mon), 21:30,us,개인소비 Feb,0.1%,0.2%,0.3%,상
04.29 (Mon), 21:30,us,개인소비 Mar,0.9%,0.7%,0.1%,상
04.26 (Fri), 21:30,us,경제성장률(QoQ) 추정 Q1,3.2%,2%,2.2%,상
04.25 (Thu), 21:30,us,내구재 주문 (월간) Mar,2.7%,0.8%,-1.1%,상
04.18 (Thu), 21:30,us,월간 소매 판매 Mar,1.6%,0.9%,-0.2%,상
04.17 (Wed), 21:30,us,무역수지 Feb,$-49.4B,$-53.5B,$-51.1B,상
04.17 (Wed), 17:30,gb,인플레이션율(YoY) Mar,1.9%,2%,1.9%,상
04.16 (Tue), 17:30,gb,실업수당청구 변동 Mar,28.3K,20K,26.7K,상
04.12 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Apr,96.9,98,98.4,상
04.12 (Fri), 15:30,cn,수입(YoY) Mar,-7.6%,-1.3%,-5.2%,상
04.12 (Fri), 15:30,cn,무역수지 Mar,$32.64B,$7.05B,$4.08B,상
04.12 (Fri), 15:30,cn,수출(YoY) Mar,14.2%,7.3%,-20.8%,상
04.11 (Thu), 10:30,cn,인플레이션율(YoY) Mar,2.3%,2.3%,1.5%,상
04.11 (Thu), 03:00,us,FOMC 회의록 ,,,,상
04.10 (Wed), 21:30,us,핵심물가상승률 (YoY) Mar,2%,2.1%,2.1%,상
04.10 (Wed), 21:30,us,인플레이션율(YoY) Mar,1.9%,1.8%,1.5%,상
04.10 (Wed), 17:30,gb,무역수지 Feb,&pound;-4.860B,,&pound;-5.345B,상
04.05 (Fri), 21:30,us,비 농장 급여 Mar,196K,180K,33K,상
04.03 (Wed), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Mar,56.1,58,59.7,상
04.03 (Wed), 09:00,us,US-China Trade Talks ,,,,상
04.02 (Tue), 21:30,us,내구재 주문 (월간) Feb,-1.6%,-1.8%,0.1%,상
04.01 (Mon), 23:00,us,ISM 제조업 PMI Mar,55.3,54.5,54.2,상
04.01 (Mon), 21:30,us,월간 소매 판매 Feb,-0.2%,0.3%,0.7%,상
04.01 (Mon), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Mar,50.8,50.1,49.9,상
03.31 (Sun), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Mar,50.5,49.5,49.2,상
03.29 (Fri), 21:30,us,개인소비 Jan,0.1%,0.3%,-0.6%,상
03.29 (Fri), 21:30,us,개인소득 (MoM) Feb,0.2%,0.3%,-0.1%,상
03.29 (Fri), 18:30,gb,Parliamentary Debate & Vote on Part of Brexit Deal ,,,,상
03.29 (Fri), 09:01,gb,GFK 소비자 신뢰지수 Mar,-13,-14,-13,상
03.29 (Fri), 09:00,cn,US-China Trade Talks ,,,,상
03.28 (Thu), 09:00,cn,US-China Trade Talks ,,,,상
03.27 (Wed), 21:30,us,무역수지 Jan,$-51.1B,$-57B,$-59.9B,상
03.27 (Wed), 07:00,gb,Parliamentary Vote on Brexit Deal ,,,,상
03.21 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.75%,0.75%,0.75%,상
03.21 (Thu), 21:00,gb,영란은행 양적완화 ,&pound;435B,&pound;435B,&pound;435B,상
03.21 (Thu), 21:00,gb,MPC 회의록 ,,,,상
03.21 (Thu), 04:00,gb,Parliamentary Vote on Brexit Deal ,,,,상
03.21 (Thu), 03:00,us,연준 기준금리 결정 ,2.5%,2.5%,2.5%,상
03.21 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
03.20 (Wed), 18:30,gb,인플레이션율(YoY) Feb,1.9%,1.8%,1.8%,상
03.19 (Tue), 18:20,gb,실업수당청구 변동 Feb,27K,2.7K,15.7K,상
03.15 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Mar,97.8,95.3,93.8,상
03.15 (Fri), 02:00,gb,Parliamentary Vote on Art 50 Extension ,,,,상
03.14 (Thu), 04:00,gb,Parliamentary Vote on No-Deal Brexit ,,,,상
03.13 (Wed), 21:30,gb,Spring Budget 2019 ,,,,상
03.13 (Wed), 21:30,us,내구재 주문 (월간) Jan,0.4%,-0.5%,1.3%,상
